สถานี,วันที่เต็ม,ปริมาณฝน,ความชื้นสัมพัทธ์,ความเร็วลม,ทิศทางลม,หมอก,อุณหภูมิ,PM10,PM2.5
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/07/2021,0.6,70,15,230,0,30.2,15,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/07/2021,0,72,20,230,0,28.9,14,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/07/2021,0.3,65,29,250,0,29.3,14,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/07/2021,0.1,74,24,260,0,29.7,18,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/07/2021,14.8,75,20,190,0,29.8,20,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/07/2021,0,83,14,140,0,28.6,23,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/07/2021,3,84,16,180,0,28.3,24,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/07/2021,1.5,88,18,220,0,28.8,38,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/07/2021,0.1,72,19,140,0,30.4,22,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/7/2021,0,75,18,220,0,30.4,19,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/7/2021,0.8,86,19,160,0,27.8,14,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/7/2021,18.3,90,18,210,0,28.8,20,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/7/2021,5.6,88,19,210,0,29.2,20,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/7/2021,21,71,17,270,0,30.7,15,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/7/2021,0,65,22,290,0,31.4,17,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/7/2021,0,66,24,230,0,32,19,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/7/2021,0,59,18,200,0,32.3,17,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/7/2021,0,60,17,210,0,33.2,16,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/7/2021,0,61,20,270,0,31.7,18,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/7/2021,0,71,17,260,0,31,26,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/7/2021,1.2,62,26,220,0,31.3,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/06/2021,2.6,76,26,240,0,30.8,23,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/06/2021,14.6,77,28,190,0,31.2,27,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/06/2021,0.1,70,29,160,0,30.8,23,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/06/2021,0,66,18,270,0,31.5,21,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/06/2021,0,75,17,200,0,30.2,25,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/06/2021,3.8,61,18,160,0,31.5,31,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/06/2021,0,64,21,210,0,31.2,21,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/06/2021,0.2,65,24,170,0,31.2,36,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/06/2021,0.1,63,18,260,0,31.6,62,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/06/2021,0,63,25,190,0,31.9,46,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/06/2021,0,68,20,120,0,31.3,26,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/06/2021,0.2,63,25,240,0,31.4,21,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/06/2021,0,68,18,260,0,31.3,22,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/06/2021,0.1,73,18,290,0,29.8,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/06/2021,0.1,77,19,230,0,30.2,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/06/2021,0.2,73,14,200,0,29,19,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/06/2021,0.1,77,17,250,0,28.9,25,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/06/2021,18.2,76,16,270,0,30.1,33,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/6/2021,0,62,19,260,0,30.6,29,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/6/2021,0.1,67,26,210,0,30.1,20,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/6/2021,0,69,19,220,0,29.5,19,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/6/2021,2.8,79,22,170,0,29.7,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/6/2021,2.4,65,41,230,0,31.2,17,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/6/2021,0,59,24,270,0,31.5,17,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/6/2021,0,58,24,180,0,32.5,19,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/6/2021,0,60,24,150,0,33.2,25,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/6/2021,0,66,15,250,0,33.4,25,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/6/2021,0,68,14,250,0,32.6,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/6/2021,0,64,16,160,0,33.4,26,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/6/2021,0,65,14,200,0,32.7,23,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/05/2021,0,67,16,240,0,31.8,20,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/05/2021,0,75,19,200,0,30.3,14,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/05/2021,7.2,83,17,170,0,29.9,18,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/05/2021,5.6,83,17,210,0,29.1,23,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/05/2021,10.4,67,19,130,0,32.4,25,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/05/2021,0,65,18,280,0,31.5,26,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/05/2021,0,63,19,210,0,31.8,26,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/05/2021,0,63,16,250,0,31.6,22,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/05/2021,0,62,19,250,0,31.6,21,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/05/2021,0,64,26,240,0,31.6,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/05/2021,0.1,70,22,240,0,31.9,17,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/05/2021,0.1,74,13,180,0,30.6,23,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/05/2021,0.1,74,24,240,0,31.6,23,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/05/2021,2.8,72,16,230,0,32.8,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/05/2021,0,68,12,190,0,32,21,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/05/2021,1.4,74,15,160,0,31.7,22,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/05/2021,0.6,73,28,160,0,32.6,23,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/05/2021,0,68,15,190,0,32.2,22,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/05/2021,0,70,19,180,0,31.4,21,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/5/2021,0.1,76,21,130,0,31.3,24,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/5/2021,6.2,80,17,70,0,30.6,26,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/5/2021,0,71,13,180,0,31.6,29,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/5/2021,0.1,79,12,300,0,29.1,32,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/5/2021,44.4,77,28,120,0,30.8,36,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/5/2021,0.1,77,10,340,0,28.3,23,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/5/2021,21.8,81,26,160,0,27.2,34,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/5/2021,4.6,66,13,300,0,31.2,45,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/5/2021,0.1,74,17,240,0,31.7,44,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/5/2021,0.2,81,10,230,0,29.5,40,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/5/2021,6,83,25,80,0,29.9,38,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/5/2021,1.8,82,10,170,0,28.7,27,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/04/2021,6.8,87,13,170,0,30.3,35,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/04/2021,0.1,90,16,220,0,28.2,28,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/04/2021,11.8,87,21,10,0,28.2,41,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/04/2021,33.6,91,22,340,0,29.2,32,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/04/2021,1.8,78,18,40,0,29.6,40,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/04/2021,0.2,70,18,120,0,30.4,40,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/04/2021,0,72,16,160,0,31.5,42,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/04/2021,0.8,69,15,70,0,31,40,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/04/2021,0,72,15,180,0,32.2,37,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/04/2021,0,76,14,190,0,31.1,30,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/04/2021,0,78,11,210,0,30.2,26,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/04/2021,12.8,83,30,130,0,30.2,23,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/04/2021,50,79,33,180,0,28.9,27,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/04/2021,10.4,75,32,70,0,30.2,26,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/04/2021,0.1,73,22,150,0,30.8,29,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/04/2021,1,79,32,200,0,31.2,34,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/04/2021,0,75,17,80,0,30.5,27,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/04/2021,0,76,18,180,0,30.8,32,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/4/2021,0.1,82,12,150,0,30.3,41,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/4/2021,26,83,28,220,0,28.9,40,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/4/2021,8.8,77,35,200,0,30.5,50,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/4/2021,12,74,38,190,0,30.2,37,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/4/2021,0.1,74,14,190,0,30.6,45,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/4/2021,8.4,80,20,200,0,30,44,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/4/2021,3.4,84,17,210,0,29,45,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/4/2021,0,85,12,200,0,28.3,50,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/4/2021,12,80,45,180,0,27.3,31,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/4/2021,0,69,15,180,0,30.3,32,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/4/2021,0,67,18,180,0,31.7,24,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/4/2021,0,67,16,210,0,32.8,40,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/03/2021,0,65,18,200,0,32.9,49,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/03/2021,0,68,17,190,0,30.3,45,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/03/2021,0,69,19,210,0,29.9,42,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/03/2021,0,68,16,240,0,29.1,39,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/03/2021,0,70,22,190,0,32.4,36,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/03/2021,0,68,17,200,0,31.5,39,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/03/2021,0,66,18,200,0,31.8,65,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/03/2021,0,54,13,190,0,31.6,75,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/03/2021,0,56,18,210,0,31.6,67,45
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/03/2021,10.8,71,15,200,0,31.6,68,38
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/03/2021,0.1,70,14,200,0,31.9,44,42
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/03/2021,0,70,14,200,0,30.6,58,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/03/2021,0,70,17,180,0,31.6,61,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/03/2021,0,70,16,190,0,32.8,66,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/03/2021,0,68,15,170,0,32,54,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/03/2021,0,70,16,270,0,31.7,53,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/03/2021,0,72,16,70,0,32.6,47,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/03/2021,0,72,16,200,0,32.2,47,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/03/2021,0,70,15,200,0,31.4,51,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/3/2021,0,69,14,170,0,31.3,54,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/3/2021,0,70,13,210,0,30.6,58,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/3/2021,0,71,13,210,0,31.6,47,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/3/2021,0,73,22,190,0,29.1,42,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/3/2021,2.8,75,18,210,0,30.8,45,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/3/2021,0,71,16,220,0,28.3,40,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/3/2021,0,68,12,210,0,27.2,41,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/3/2021,0,68,19,170,0,31.2,38,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/3/2021,0,73,19,250,0,31.7,38,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/3/2021,0.1,74,24,190,0,29.5,28,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/3/2021,0,68,17,190,0,29.9,26,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/3/2021,0,68,14,190,0,28.7,43,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/02/2021,0,72,17,180,0,29.3,63,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/02/2021,0,57,15,250,0,30.4,70,44
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/02/2021,0,55,14,180,0,31.6,70,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/02/2021,0,62,15,250,0,29.9,69,48
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/02/2021,0,67,14,210,0,29.8,63,44
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/02/2021,0,69,13,190,0,28.8,66,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/02/2021,0,69,12,180,0,28.5,74,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/02/2021,0,51,11,60,0,27.9,87,48
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/02/2021,0,54,20,90,0,26.4,67,58
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/02/2021,0,54,19,60,0,26.6,64,42
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/02/2021,0,60,22,100,0,27.8,70,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/02/2021,0,76,14,110,0,28.7,58,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/02/2021,0,71,22,210,0,28.8,50,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/02/2021,0,73,16,180,0,28.8,47,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/02/2021,0,69,13,150,0,28.6,47,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/02/2021,0,68,12,70,0,28.4,57,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/2/2021,0,53,14,90,0,27.3,56,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/2/2021,0,57,12,290,0,27.5,52,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/2/2021,0,64,12,80,0,27.3,53,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/2/2021,0,75,17,310,0,26.9,60,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/2/2021,0,77,22,170,0,29,51,38
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/2/2021,0,62,15,90,0,28.8,88,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/2/2021,0,54,19,70,0,27.1,76,53
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/2/2021,0,54,13,50,0,27.1,90,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/2/2021,0,62,17,100,1,27.6,84,51
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/2/2021,0,58,19,100,0,28.7,91,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/2/2021,0,55,13,70,0,29,92,54
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/2/2021,0,58,11,140,0,27.6,93,53
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/01/2021,0,58,16,100,0,26.9,78,55
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/01/2021,0,58,12,50,0,27.1,75,44
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/01/2021,0,58,21,80,0,27.7,72,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/01/2021,0,69,13,80,0,29.2,61,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/01/2021,0,71,14,100,0,29.8,61,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/01/2021,0,71,11,110,0,28.1,57,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/01/2021,0,74,9,240,0,27.9,52,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/01/2021,0,68,12,190,0,27.9,51,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/01/2021,0,60,12,210,0,27,100,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/01/2021,0,57,11,10,0,25.6,129,61
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/01/2021,0,57,11,110,0,24.9,108,75
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/01/2021,0,56,6,100,0,23.6,98,68
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/01/2021,0,58,12,10,0,22.6,78,59
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/01/2021,0,57,20,90,0,24,60,47
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/01/2021,0,71,19,60,0,27.1,70,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/01/2021,0,70,10,190,0,26.2,88,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/01/2021,0,60,13,90,0,25.3,106,59
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/01/2021,0,52,20,50,0,23.3,93,79
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/01/2021,0,47,13,350,0,21.1,70,68
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/1/2021,0,53,17,20,0,20.7,50,49
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/1/2021,0,60,16,110,0,24.5,56,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/1/2021,0,58,16,90,0,25,51,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/1/2021,0,62,18,60,0,24.8,46,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/1/2021,0,64,24,100,0,27.5,38,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/1/2021,0,62,14,100,0,28,46,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/1/2021,0,61,12,100,0,28.9,52,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/1/2021,0,58,12,20,0,27.6,49,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/1/2021,0,60,15,340,0,25.7,50,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/1/2021,0,54,13,40,0,25.6,55,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/1/2021,0,51,15,320,0,23.1,40,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/1/2021,0,59,17,360,0,22.4,37,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/12/2020,0,61,14,20,0,24.5,32,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/12/2020,0,61,25,90,0,28.8,43,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/12/2020,0,72,14,320,0,29.5,43,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/12/2020,0,70,11,70,0,29.4,38,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/12/2020,0,68,10,60,0,29.8,43,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/12/2020,0,70,14,60,0,28.1,48,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/12/2020,0,66,13,60,0,26.8,50,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/12/2020,0,57,15,30,0,25.8,55,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/12/2020,0,61,16,20,0,24.2,58,39
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/12/2020,0,55,18,360,0,23.9,49,39
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/12/2020,0,59,16,10,0,22.6,36,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/12/2020,0,62,14,360,0,24.5,34,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/12/2020,0,63,12,350,0,26.9,36,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/12/2020,0,64,14,340,0,28.2,41,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/12/2020,0,67,14,60,0,27.9,33,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/12/2020,0,73,14,100,0,28.8,45,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/12/2020,0,70,11,130,0,29.8,69,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/12/2020,0,77,13,240,0,29.4,68,46
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/12/2020,0,65,10,80,0,29.7,63,49
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/12/2020,0,63,8,80,0,28.7,62,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/12/2020,0,61,12,340,0,27.6,64,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/12/2020,0,59,10,340,0,25.8,57,49
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/12/2020,0,62,13,40,0,26.4,44,40
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/12/2020,0,62,12,230,0,27,42,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/12/2020,0,62,11,350,0,25.7,50,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/12/2020,0,59,14,310,0,24.9,46,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/12/2020,0,59,14,50,0,24.2,41,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/12/2020,0,59,12,80,0,25.6,33,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/12/2020,0,67,10,100,0,27.3,28,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/12/2020,0,64,13,20,0,27.8,29,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/12/2020,0,64,14,20,0,27.3,34,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/11/2020,0,62,16,10,0,28.2,30,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/11/2020,0,65,11,90,0,27.2,35,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/11/2020,0,63,14,330,0,28.3,38,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/11/2020,0,67,19,60,0,27.5,28,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/11/2020,0,66,16,80,0,29.5,32,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/11/2020,0,68,13,60,0,28.9,35,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/11/2020,0,69,17,80,0,29.5,30,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/11/2020,0,76,15,30,0,29.8,42,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/11/2020,0.1,83,12,340,0,28.5,28,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/11/2020,7.2,81,27,110,0,30.4,34,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/11/2020,0,68,19,210,0,31.2,44,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/11/2020,0,64,11,90,0,31.4,50,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/11/2020,0,66,14,80,0,30.3,42,33
