สถานี,วันที่เต็ม,ปริมาณฝน,ความชื้นสัมพัทธ์,ความเร็วลม,ทิศทางลม,หมอก,อุณหภูมิ,PM10,PM2.5
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/12/2022,0,63,14,110,0,24.8,34,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/12/2022,0,65,7,110,0,25.3,37,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/12/2022,0,58,12,80,0,26.6,44,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/12/2022,0,57,10,40,0,25.8,53,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/12/2022,0,57,13,80,0,25.5,49,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/12/2022,0,57,10,100,0,25,43,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/12/2022,0,62,18,110,0,24.6,35,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/12/2022,0,61,15,80,0,25.4,45,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/12/2022,0,62,14,70,0,26.9,48,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/12/2022,0,65,11,110,0,26.5,56,34
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/12/2022,0,59,13,30,0,26.1,59,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/12/2022,0,55,14,330,0,24.2,55,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/12/2022,0,52,16,10,0,22.6,46,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/12/2022,0,55,15,30,0,23.5,37,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/12/2022,0,63,20,40,0,27.6,53,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/12/2022,0,63,13,330,0,26.1,63,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/12/2022,0,59,14,50,0,24.6,53,43
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/12/2022,0,59,16,20,0,24.6,48,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/12/2022,0,63,14,90,0,25.2,40,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/12/2022,0,64,15,90,0,27.5,34,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/12/2022,0,64,14,80,0,28.7,31,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/12/2022,0,68,12,350,0,29,36,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/12/2022,0,67,15,340,0,29,38,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/12/2022,0,68,15,330,0,28.6,38,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/12/2022,0,70,13,70,0,28.7,30,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/12/2022,0,73,17,90,0,27.8,20,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/12/2022,2.2,74,18,70,0,29.1,27,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/12/2022,2.8,72,23,10,0,28.4,26,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/12/2022,0,70,15,340,0,27.8,32,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/12/2022,0,79,15,90,0,29.5,31,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/12/2022,1,77,12,350,0,29,32,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/11/2022,0,82,26,50,0,30.2,39,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/11/2022,0,83,14,210,0,29.9,35,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/11/2022,0,82,12,200,0,29.3,29,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/11/2022,9.4,93,22,220,0,28.4,31,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/11/2022,0,89,15,240,0,27.8,22,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/11/2022,25.4,88,25,190,0,28.5,23,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/11/2022,1.4,94,13,10,0,28,29,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/11/2022,24.6,76,26,50,0,29.6,39,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/11/2022,0,70,16,20,0,29.8,43,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/11/2022,0,69,13,20,0,29.3,29,27
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/11/2022,0.2,75,16,20,0,28.5,29,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/11/2022,6.2,87,21,80,0,29.5,37,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/11/2022,14.4,87,26,110,0,29.1,30,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/11/2022,0.1,74,21,130,0,30.2,35,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/11/2022,0,75,15,20,0,29.8,31,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/11/2022,0,81,15,100,0,28.9,26,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/11/2022,18.8,87,17,140,0,29.2,22,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/11/2022,2.2,66,21,90,0,29.9,38,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/11/2022,0,65,16,330,0,29.8,39,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/11/2022,0,65,18,360,0,29.9,42,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/11/2022,0,61,14,330,0,28.1,44,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/11/2022,0,56,11,30,0,27.8,47,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/11/2022,0,60,13,360,0,28.6,48,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/11/2022,0,65,11,300,0,28.9,51,41
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/11/2022,0,70,11,330,0,27.9,45,36
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/11/2022,0,60,12,120,0,26.8,43,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/11/2022,0,51,18,70,0,27.6,31,32
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/11/2022,0,54,14,110,0,27.1,38,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/11/2022,0,57,13,60,0,27.7,34,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/11/2022,0,63,13,70,0,28.2,43,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/10/2022,0,63,14,20,0,28.8,45,35
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/10/2022,0,61,14,30,0,28.9,43,38
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/10/2022,0,67,14,90,0,28.8,27,31
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/10/2022,0,76,15,70,0,29.4,26,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/10/2022,0.1,85,18,110,0,28,20,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/10/2022,14.2,67,14,20,0,30.1,41,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/10/2022,0,69,10,100,0,30,51,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/10/2022,0,73,16,30,0,29.6,51,34
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/10/2022,0,78,15,330,0,29.2,31,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/10/2022,22.8,77,22,90,0,29.2,39,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/10/2022,0.1,74,12,310,0,27.8,31,29
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/10/2022,0,69,14,130,0,27.5,52,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/10/2022,0,61,14,50,0,27.7,54,39
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/10/2022,0,64,16,30,0,27.8,49,42
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/10/2022,0,71,11,20,0,27.6,45,37
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/10/2022,0.1,80,17,20,0,23.3,31,30
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/10/2022,0.1,78,17,60,0,27.2,36,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/10/2022,0,66,17,30,0,29.2,39,28
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/10/2022,0,65,13,10,0,29.1,30,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/10/2022,0,73,13,340,0,29,32,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/10/2022,0,82,12,80,0,27.4,21,23
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/10/2022,8.3,88,25,80,0,28.2,15,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/10/2022,7.2,88,17,80,0,29.2,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/10/2022,0.4,84,14,100,0,28.5,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/10/2022,7.2,93,32,80,0,28.9,21,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/10/2022,3,90,21,170,0,29,29,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/10/2022,0.1,86,18,100,0,29.3,30,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/10/2022,0.4,86,17,100,0,27.9,18,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/10/2022,60.4,91,21,260,0,29,18,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/10/2022,0.1,83,14,110,0,29.2,19,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/10/2022,9.2,81,17,260,0,29.5,19,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/09/2022,7.6,88,21,250,0,28.5,19,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/09/2022,4,98,13,280,0,25.9,20,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/09/2022,37.8,78,20,340,0,28.7,18,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/09/2022,0,88,18,260,0,27.9,22,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/09/2022,7.8,100,9,190,0,25.7,21,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/09/2022,2.2,99,12,120,0,26.4,22,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/09/2022,13.4,93,11,310,0,28.2,25,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/09/2022,2.8,89,13,210,0,28.4,28,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/09/2022,11,88,16,30,0,28.2,24,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/09/2022,36.4,73,17,40,0,29.9,21,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/09/2022,0.2,68,18,280,0,29.5,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/09/2022,0,76,24,300,0,29.1,22,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/09/2022,2.4,87,24,210,0,28.6,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/09/2022,0.1,76,17,290,0,29.8,22,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/09/2022,0,74,16,280,0,30.1,20,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/09/2022,26.6,82,20,270,0,30.1,21,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/09/2022,0.2,89,18,240,0,29.6,23,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/09/2022,7.2,93,16,190,0,29.6,27,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/9/2022,2,92,15,210,0,28.7,22,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/9/2022,0,81,14,310,0,29,21,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/9/2022,15.8,87,25,320,0,28.9,16,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/9/2022,4.2,79,17,280,0,28.7,21,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/9/2022,50,99,19,360,0,26.9,19,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/9/2022,8.8,86,17,260,0,28,17,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/9/2022,43.2,82,20,310,0,29.8,20,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/9/2022,0,88,17,210,0,28,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/9/2022,0.1,84,18,250,0,29.9,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/9/2022,0.1,86,22,160,0,30.4,27,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/9/2022,0.1,82,18,210,0,30.2,33,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/9/2022,7.4,89,17,220,0,29.1,33,26
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/08/2022,15.4,95,34,170,0,30,22,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/08/2022,0,81,14,200,0,28.6,26,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/08/2022,26.2,87,25,140,0,30.1,24,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/08/2022,0,78,14,250,0,30.1,18,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/08/2022,0.1,83,14,210,0,29,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/08/2022,20,95,26,190,0,28.8,21,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/08/2022,8.6,84,28,230,0,29.5,19,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/08/2022,0.4,73,14,210,0,32,25,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/08/2022,0,67,13,230,0,30.2,25,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/08/2022,0.8,82,20,210,0,29.3,19,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/08/2022,5.6,79,19,210,0,30.2,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/08/2022,0.1,73,21,290,0,29.9,22,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/08/2022,1.6,77,24,230,0,30.1,23,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/08/2022,1.8,77,26,270,0,29.9,22,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/08/2022,7.6,84,24,230,0,28.5,20,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/08/2022,7.2,90,34,240,0,29,16,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/08/2022,31.4,76,20,250,0,31.4,21,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/08/2022,0,69,16,310,0,30.2,21,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/08/2022,0.1,81,14,210,0,29.2,24,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/8/2022,0.4,79,24,290,0,29.1,20,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/8/2022,0.1,75,21,260,0,29.9,23,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/8/2022,0,67,21,270,0,30.4,17,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/8/2022,0.1,81,18,270,0,28.2,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/8/2022,21.6,85,21,260,0,28.5,16,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/8/2022,0.1,68,24,260,0,30.1,17,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/8/2022,0,75,18,210,0,30,20,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/8/2022,0.2,79,29,240,0,29.2,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/8/2022,0.6,78,32,290,0,29.9,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/8/2022,2.2,84,21,200,0,29.3,18,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/8/2022,0.2,92,19,200,0,26.9,17,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/8/2022,31.8,98,25,250,0,28.4,19,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/07/2022,51.4,79,36,140,0,31.2,17,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/07/2022,0,78,15,140,0,30.8,18,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/07/2022,13.2,86,17,120,0,30.9,18,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/07/2022,18.4,87,24,200,0,29.6,18,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/07/2022,10.2,79,15,330,0,30.4,20,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/07/2022,0,76,16,210,0,30.8,22,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/07/2022,0,77,13,100,0,29.8,23,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/07/2022,5,87,30,130,0,29.4,28,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/07/2022,0.4,92,11,320,0,27.9,22,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/07/2022,12,84,28,220,0,29.1,24,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/07/2022,29.2,93,16,150,0,26.3,19,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/07/2022,19.2,81,21,190,0,30.1,22,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/07/2022,2.2,67,33,230,0,31.7,28,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/07/2022,0,74,19,290,0,30.8,26,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/07/2022,0.1,73,29,250,0,30.7,27,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/07/2022,4.6,76,17,170,0,30.4,29,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/07/2022,0.1,84,12,180,0,29.4,37,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/07/2022,5,75,28,220,0,29.7,24,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/07/2022,0.2,83,34,250,0,27.7,24,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/7/2022,0.1,76,27,290,0,29.7,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/7/2022,0.1,70,25,310,0,29,20,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/7/2022,0.1,69,26,280,0,29.2,17,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/7/2022,0.6,82,34,250,0,29.6,26,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/7/2022,1.9,70,21,220,0,30.9,21,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/7/2022,0,70,14,250,0,30.6,26,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/7/2022,0,64,22,270,0,30.8,20,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/7/2022,0,78,18,200,0,30,24,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/7/2022,0.2,73,17,190,0,30.1,19,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/7/2022,2.6,84,22,210,0,29.8,22,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/7/2022,5.8,76,24,320,0,30.8,23,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/7/2022,2.2,68,36,220,0,31.2,24,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/06/2022,0,71,24,230,0,31.4,24,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/06/2022,12.8,79,34,250,0,30.6,25,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/06/2022,0.4,82,24,310,0,30.4,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/06/2022,29.6,91,20,200,0,29.1,21,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/06/2022,0.1,79,16,180,0,30.1,16,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/06/2022,0.2,84,16,260,0,29.1,20,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/06/2022,74.9,74,29,260,0,31.5,19,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/06/2022,0,71,14,220,0,30.9,21,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/06/2022,0,71,18,230,0,30.7,22,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/06/2022,0.4,76,22,220,0,30.2,21,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/06/2022,2,64,22,270,0,31.5,17,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/06/2022,0,62,24,240,0,32.3,19,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/06/2022,0,69,15,130,0,30.7,20,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/06/2022,4,74,23,290,0,31.8,27,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/06/2022,0.1,81,15,220,0,30,22,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/06/2022,15.6,86,22,230,0,30.3,24,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/06/2022,2.4,82,18,230,0,30.1,31,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/06/2022,3,73,18,260,0,30.6,31,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/6/2022,0.1,67,16,280,0,31.8,26,19
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/6/2022,0.1,74,22,250,0,30.3,26,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/6/2022,8.8,79,24,240,0,31,26,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/6/2022,0.8,73,24,230,0,30.7,20,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/6/2022,0.6,68,30,210,0,30.3,22,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/6/2022,0,64,19,260,0,29.9,22,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/6/2022,0.1,74,31,270,0,29.8,19,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/6/2022,0.6,70,18,290,0,31.2,21,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/6/2022,0.1,80,19,280,0,29.5,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/6/2022,7.6,80,24,200,0,29.2,18,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/6/2022,10.2,78,18,270,0,30.6,30,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,1/6/2022,0,78,14,180,0,31,38,17
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,31/05/2022,43.2,77,41,220,0,31.9,33,21
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,30/05/2022,0,65,19,260,0,30.8,33,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,29/05/2022,0.1,65,23,260,0,31.1,45,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,28/05/2022,0.8,71,22,270,0,31.3,37,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,27/05/2022,0,64,25,280,0,31.3,33,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,26/05/2022,0,72,22,250,0,30,27,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,25/05/2022,5.8,68,33,290,0,30.7,24,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,24/05/2022,7.4,71,24,310,0,30.4,25,14
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,23/05/2022,0,68,20,260,0,30.6,21,13
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,22/05/2022,0,75,19,210,0,28.8,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,21/05/2022,0.2,76,22,220,0,29.7,19,11
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,20/05/2022,0.1,72,19,190,0,30.7,17,7
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,19/05/2022,0,81,17,190,0,29.4,18,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,18/05/2022,4.6,90,17,190,0,28.2,22,8
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,17/05/2022,73.4,83,28,260,0,29.6,22,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,16/05/2022,1.6,81,24,220,0,31.3,23,12
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,15/05/2022,0,78,17,240,0,32.4,34,9
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,14/05/2022,0,67,12,240,0,31.7,32,18
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,13/05/2022,0,67,17,220,0,31.9,29,20
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,12/5/2022,0.1,77,25,250,0,30.5,28,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,11/5/2022,2.2,85,15,200,0,29.7,19,15
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,10/5/2022,5.2,88,16,170,0,28.6,19,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,9/5/2022,69,90,23,220,0,30.3,30,10
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,8/5/2022,0.1,88,18,100,0,28.8,29,16
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,7/5/2022,46.8,90,31,100,0,29.7,26,24
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,6/5/2022,17,77,22,170,0,30.5,35,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,5/5/2022,0,67,14,110,0,28.8,26,33
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,4/5/2022,0,73,9,40,0,25.9,30,22
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,3/5/2022,0,72,12,30,0,25,18,25
455601-สนามบินดอนเมือง จ.กรุงเทพมหานคร,2/5/2022,0,78,19,350,0,27.1,20,15
